nombre_materia,codigo_materia,creditos_teoricos,creditos_practicos
FÍSICA PARA TECNÓLOGOS PETROLEROS,ICF01065,4,0
FISICA (T. MECANICA)-,PRTME00430,4,0
FISICA(TPP),ICF00539,4,2
FÍSICO-QUÍMICA (2005),ICQ00505,4,0
FISIOLOG.CRUST.MOLUSCOS,FMAR02139,3,1
FISIOLOGÍA,FMAR04713,4,0
FISIOLOGIA ANIMAL,FIMP00216,2,3
FISIOLOGIA DE PECES,FMAR01693,2,1
FISIOLOGÍA I,FMAR03780,3,3
Fisiología Molecular de Plantas al Estrés,FIMCP002733,0,0
FISIOLOGIA VEGETAL,FIMP00448,2,2
FISIOLOGÍA VEGETAL I,FIMP06148,3,1
FISIOLOGIA VEGETAL II (IP),FIMP06056,3,1
FISIOLOGÍA Y SANIDAD ANIMAL,FIMP08557,1,2
FITOPATOLOG.CONTROL ENFERM.,FIMP01032,3,0
FITOPATOLOGÍA (IP),FIMP04564L,0,2
FITOPATOLOGÍA (IP),FIMP04564,2,2
FITOPATOLOGÍA (TA),FIMP07286,2,3
FITOTERAPIA,PRTAL01289,3,0
FLOTACION,FICT02790,3,2
FLUJO DE FLUÍDOS,FIMP08748,4,1
FLUJO EN MEDIOS POROSOS,FICT01958,4,0
FONDOS Y CAJAS DE PENSIONES,ICM000836,0,0
FORMATOS DIGITALES Y FLUJO DE TRABAJO AUDIOVISUAL,EDCOM001289,0,0
FORM.EJEC.PROYECTOS,FMAR03129,4,0
FORM.EVAL. PROYECTOS,ICM01354,4,0
FORML.PREP.PROY.,FIMP05488,4,0
FormulaciÃ³n y GestiÃ³n de Proyectos,FCNM000182,0,0
FORMULACIÃN DE PROYECTOS,ESPAE004499,0,0
FORMULACIÓN DE PROY. DE INVESTIGACIÓN EN DISEÑO APLICADO AL PATRIMONIO CULTURAL,EDCOM01461,4,0
FORMULACIÓN DE PROYECTOS I,ESPAE003095,0,0
FORMULACIÓN, EVALUACIÓN, Y GESTIÓN DE PROYECTOS DE,FIEC000836,0,0
FORMULACIÓN Y EVALUACIÓN DE PROYECTOS,ICHE04903,4,0
FORMULACIÓN Y EVALUACIÓN DE PROYECTOS I,ICHE02097,4,0
FORMULACIÓN Y EVALUACIÓN DE PROYECTOS INFORMÁTICOS,FIEC05306,4,0
FORMULACIÓN Y EVALUACIÓN DE  PROYECTOS(PETRÓLEO),FICT03723,4,0
FORMULACIÓN Y EVALUACIÓN SOCIAL DE PROYECTOS,ICHE04846,3,0
FORMULACIÓN Y GESTIÓN DE PROYECTOS,ICM02089,4,0
FORMULAC. Y EVALUAC. DE PROYECTOS,FIMP06254,3,0
FORMULAC.Y EVALUAC.DE PROYECTOS,FMAR02949,6,0
FORMULAC.Y EVALUAC.DE PROYECT.TURÍST.,FMAR03079,4,0
FORMULAC. Y EVALUACIÓN DE PROYECTOS,PRTCO02824,4,0
FORMULC.EVALC.PROY.II,ICHE02063,3,0
FOTOGEOLOGÍA (2005),FICT03814,3,2
FOTOGRAFÍA,PRTCO02923,4,0
FOTOGRAFÍA,CADG2001,2,0
FOTOGRAFÍA,ICHE04101,3,0
FOTOGRAFÍA II (SIST.MOD.DIS.GRÁF.),PRTCO02386,0,0
FOTOGRAFÍA I (SIST.MOD.DIS.GRÁF.),PRTCO02337,1,3
FOTOGRAFÍA PUBLICITARIA,EDCOM00026,4,0
FRANCÉS BÁSICO A,CELEX00240,3,0
FRANCÉS BÁSICO B,CELEX00257,3,0
FRANCÉS DE ESPECIALIZACIÓN,ICHE04630,4,0
FRANCÉS DE NEGOCIOS,ICHE04895,3,0
FRANCÉS I,ICHE03244,4,0
FRANCÉS II,ICHE03251,4,0
FRANCÉS III,ICHE03731,6,0
FRANCÉS IV,ICHE03939,6,0
FRUTICULTURA Y SILVICULTURA,FIMP08698,0,4
FUENTE DE ALIMENTACIÓN CONMUTADAS,FIEC07047,4,0
FUENTES NO CONVENCIONALES DE ENERGÍA,FIMP03137,3,0
FUND.ADM.EMP. 95/2,PRTCO00992,3,0
FUND.ADMINISTRACION (1998),PRTEL00604,3,0
FUND.ADMINISTRAC.(TN),PRTCO02006,10,0
FUNDAMENTOS DE ADMINISTRACIÓN,ICHE02857,4,0
FUNDAMENTOS DE ADMINISTRACIÓN,PRTCO03178,4,0
FUNDAMENTOS DE ANÁLISIS MULTIVARIADO,ICM02360,4,0
FUNDAMENTOS DE AUDITORÍA,ICM02097,4,0
FUNDAMENTOS DE CABLEADO DE VOZ Y DATOS (2005),FIEC06155,5,0
FUNDAMENTOS DE CONTABILIDAD,ICHE02865,4,0
FUNDAMENTOS DE ELECTRICIDAD,FICT04226,0,0
FUNDAMENTOS DE ELECTRICIDAD Y ELECTRÓNICA,PRTP01495L,0,1
FUNDAMENTOS DE ELECTRÓNICA,FICT04085,3,1
FUNDAMENTOS DE ENSAYOS NO DESTRUCTIVOS,FICT04176,3,0
FUNDAMENTOS DE FISIOLOGÍA VEGETAL,FIMP07997L,0,2
FUNDAMENTOS DE FISIOLOGÍA VEGETAL,FIMP07997,3,2
FUNDAMENTOS DE INGENIERÍA OCEÁNICA,FMAR05215,4,0
Fundamentos de InteracciÃ³n Hombre-MÃ¡quina,FIEC002238,0,0
Fundamentos de Investigación Cuantitativa y Cualit,ICHE001479,0,0
FUNDAMENTOS DE JAVA,FIEC05629,5,0
FUNDAMENTOS DEL DISEÑO GRÁFICO,PRTCO01479,4,0
FUNDAMENTOS DE LINUX,FIEC05637,5,0
FUNDAMENTOS DE MARKETING,FMAR04366,4,0
FUNDAMENTOS DE MERCADEO,ICHE01545,4,0
FUNDAMENTOS DE PROGRAMACION,FIEC04341,4,1
FUNDAMENTOS DE PROGRAMACIÓN,CCPG1001,3,1
FUNDAMENTOS DE  REDES DE DATOS,FIEC05645,5,0
FUNDAMENTOS DE REDES INALÁMBRICAS,FIEC06007,5,0
Fundamentos de Riesgos Laborales,FIMCP003103,0,0
FUNDAMENTOS DE ROBÓTICA,FIEC05579,4,0
FUNDAMENTOS DE TELEFONÍA IP,FIEC06296,5,0
FUNDAMENTOS MATEMATICAS(TPA),ICM00851,5,0
FUNDAMENTOS PROGRAMAC.(SIST.MOD.TELEC.),PRTEL01024,2,1
FUNDAMENTOS SOBRE REGISTROS ELÉCTRICOS,FICT04127,4,0
FUND.BASES DATOS,ICHE02972,3,0
FUND.CIENCIAS ACUATICAS,FMAR02493,3,1
FUND.COMPUTACION(B),ICM00794,4,0
FUND.DE INGENIERIA,FMAR03111,4,2
FUND. DE PROGRAMAC. ORIENTADO A OBJETOS,PRTCO03004,1,3
FUND.ELECTRIC. Y ELECTRÓNICA,PRTP01495,3,0
FUNDICION,PRTME00802,2,3
FUNDICIÓN,FIMP02352,3,0
FUND.MAQ.AGRIC. Y TALLER BAS.,FIMP00935,2,3
FUND.PRODUCCION,FMAR02667,3,1
FUND.PROGRAMAC. 95/2,PRTCO00968,4,2
FUND.PROGRAMAC.(TF),PRTCO01693,0,4
FUND.SEGURIDAD DE REDES: ROUTERS,FIEC05983,5,0
GASTRONOMÍA INTERNACIONAL,FMAR05249,1,2
GENERAC. Y TRANSM.(1998),PRTEL00679,2,2
GENERADORES Y SEPARADORES,FICT04200,4,0
GÉNEROS PERIODÍSTICOS I,EDCOM00505,6,0
GÉNEROS PERIODÍSTICOS II,EDCOM00661,6,0
GENÉTICA,FIMP08003,2,1
GENÉTICA,FIMP08003L,0,1
GENÉTICA,FMAR02691,2,2
GENETICA II (IP),FIMP04770,2,1
GENETICA I (IP),FIMP04655,2,1
GENOTECNIA,FIMP06171,2,1
GEOESTADISTICA,FICT00620,4,0
GEOESTADÍSTICA APLICADA (electiva prof.),ICM01834,3,1
GEOESTADÍSTICA (ICM 2005),ICM02352,4,0
GEOFÍSICA,FICT03111,4,0
GEOGRAFÍA FÍSICA Y AMBIENTAL,FMAR04119,4,1
GEOGRAFIA TURISTICA,FMAR02709,4,0
GEOGRAFÍA TURÍSTICA NACIONAL E INTERNACIONAL,FMAR04168,3,0
GEOHIDROLOGÍA DE MINAS,FICT03582,4,0
GEOLOG.ECONOMICA I,FICT03152,4,0
GEOLOG.ECONOMICA II,FICT02758,4,0
GEOLOGIA APLICADA,FICT03194,4,0
GEOLOGIA DE CAMPO,FICT00570,1,4
GEOLOGIA DEL ECUADOR,FICT00588,2,3
GEOLOGÍA DEL PETRÓLEO,FICT00059,4,0
GEOLOGIA DEL SUBSUELO,FICT01461,5,0
GEOLOGIA DE MINAS,FICT00489,2,3
GEOLOGÍA DE SUPERFICIE,FICT03848,1,5
GEOLOGÍA ECONÓMICA,FICT03517,4,0
GEOLOGIA ESTRUCTURAL,FICT00208,2,3
GEOLOGÍA ESTRUCTURAL Y DEL PETRÓLEO,FICT03699,4,0
GEOLOGÍA FÍSICA,FICT00026,4,1
GEOLOGÍA GENERAL (2005),FICT03665,3,0
GEOLOGIA HISTORICA,FICT00638,4,0
GEOLOGIA MARINA,FMAR00398,4,0
GEOLOGÍA PRÁCTICA,FICT03806,2,3
GEOLOG.ING.PET.I,FICT03046,4,0
GEOLOG.ING.PETROL.II,FICT03079,3,2
GEOMORFOLOGIA,FICT00562,2,3
GEOQUÍMICA,FICT00760,4,0
GEOTECNIA BÁSICA,FICT03376,2,2
GEOTECNIA MINERA,FICT02451,4,0
GERENCIA DE LA CALIDAD TOTAL,ICHE01990,3,0
Gerencia de Mercadeo,ICHE002006,0,0
GERENCIA DE MERCADEO,ICHE02766,4,0
GERENCIA DE MERCADO,ICHE001164,0,0
GERENCIA DE OPERACIONES I,ICHE02725,4,0
GERENCIA DE OPERACIONES II,ICHE02741,3,0
Gerencia de Recursos Humanos,EDCOM001099,0,0
GERENCIA DE RECURSOS HUMANOS,ESPAE001636,0,0
GERENCIA DE RECURSOS HUMANOS,ESPAE002865,0,0
GERENCIA ESTRATEGICA,ESPAE001610,0,0
GERENCIA ESTRATEGICA EN ESTABLECIMIENTOS DE SALUD,ESPAE001826,0,0
GestiÃ³n del DesempeÃ±o,ICHE002337,0,0
GestiÃ³n de Talento Humano,ICHE001982,0,0
GestiÃ³n EstratÃ©tica,FIMCP003079,0,0
GESTIÃN DE PROYECTOS,EDCOM001206,0,0
GESTIÓN AMBIENTAL EN PLANTAS PRODUCTORAS DE ALIMENTOS,PRTAL01032,3,0
GESTIÓN AMBIENTAL: ISO 14001,ICM02105,4,0
GESTIÓN AMBIENTAL MINERA,FICT03624,4,0
Gestión de destinos turísticos,FIMCM000885,0,0
Gestión de empresas turísticas,FIMCM000828,0,0
GESTIÓN DE LA CALIDAD, EL AMBIENTE Y LA SEGURIDAD,ICQ01214,4,0
GESTIÓN DE LA CALIDAD TURÍSTICA,FMAR04234,4,0
GESTION DEL CIRCULANTE,ICHE001040,0,0
GESTION DEL DESEMPEÑO,ICHE000976,0,0
GESTIÓN DEL PATRIMONIO CULTURAL,FMAR04309,4,0
GESTION DEL TALENTO: DESARROLLO,ICHE000943,0,0
GESTIÓN DE MEDIOS I,EDCOM00067,4,0
GESTIÓN DE MEDIOS II,EDCOM00109,4,0
GESTION DE MERCADEO,ICHE01552,3,0
GESTIÓN DE NEGOCIOS ELECTRÓNICOS,ICHE04010,3,0
GESTIÓN DE OPERACIONES I,ICHE03194,4,0
GESTIÓN DE PERSONAL,FIMP07740,4,0
Gestión de Proyectos,EDCOM001115,0,0
GESTIÓN DE PROYECTOS,PRTME01693L,0,2
GESTIÓN DE PROYECTOS,PRTME01693,2,2
GESTIÓN DE PROYECTOS DE AUTOMATIZACIÓN,PRTEL02626,3,0
GESTIÓN DE RECURSOS NATURALES,FIMP08508,3,0
GESTIÓN DE RIESGOS FINANCIEROS,ICHE02923,3,0
GESTION DE TALENTO HUMANO,ICHE001230,0,0
GESTIÓN INTEGRAL DE BODEGA, ALMACENES Y ABASTECIMIENTO,FIMP08177,4,0
GESTIÓN TRIBUTARIA,ICHE03905,3,0
GESTIÓN  Y CONSERVAC. FLORA Y FAUNA,FMAR03921,3,0
GESTIÓN Y CONSERVAC.RECURS.MARINOS,FMAR03962,3,0
GESTIÓN Y CONTROL DE PROYECTOS,EDCOM00281,4,0
GESTIÓN Y LEGISLAC. ADUANERA,ICHE04291,3,0
GOBERNABILIDAD Y GOBERNANZA,ICHE001636,0,0
GRÁFICOS POR COMPUTADORA I,FIEC05405,4,0
GRÁFICOS POR COMPUTADORA II,FIEC05421,4,0
GRAFICOS POR COMPUTADORES(CC),FIEC03095,4,0
GUIANZA TURISTICA,FMAR02881,1,3
GUIÓN AUDIOVISUAL,EDCOM00182,4,0
GUIÓN Y DRAMATURGIA,EDCOM00497,4,0
Hacking Etico,FIEC002071,0,0
Herramientas Biotecnológicas,FIMCP002618,0,0
Herramientas de analisis de datos,ICHE002105,0,0
HERRAMIENTAS DE COLABORACIÓN DIGITAL,FIEC06460,0,4
HERRAMIENTAS INTERACTIVAS DE MARKETING,ICHE04374,3,0
Herramientas ómicas aplicadas al  biodescubrimiento,FCV000083,0,0
HERRAMIENTAS PARA ANALISIS II,ICHE001131,0,0
HERRAMIENTAS WEB,PRTCO03038,0,4
HIDRÁULICA,FICT02915,2,2
HIDROBIOLOGÍA,FMAR04556,2,1
HIDRODINAMICA,FMAR00091,4,0
HIDROGEOLOGIA,FICT00497,4,0
HIDROGRAFIA,FMAR00281,2,2
HIDROLOGÍA,FMAR04622,2,1
HIDROLOGÍA,FMAR04622,2,1
HIDROMETALURGIA,FICT02477,3,2
Higiene Industrial,FIMCP003145,0,0
HIGIENE Y SEGURIDAD INDUSTRIAL (IAPI),FIMP06783,4,0
HISTOLOGÍA,FMAR04564,4,0
HISTOLOGÍA ANIMAL,FMAR03814,2,3
HISTOLOGÍA VEGETAL,FMAR03772,2,3
HISTORIA DEL ARTE,PRTCO01495,4,0
HISTORIA DEL ARTE UNIVERSAL,FMAR03467,4,0
HISTORIA DEL ARTE Y LITERAT.ECUATORIANA,FMAR03475,4,0
HISTORIA DE LAS CIENCIAS,ICQ01032,3,0
HISTORIA DEL DISEÑO,PRTCO02907,4,0
HISTORIA DEL PENSAMIENTO FILOSÓFICO,EDCOM00422,0,0
HISTORIA Y CIENCIAS POLÍTICAS,ICHE01651,4,0
HIST.PENSAM.ECONOM.,ICHE01396,3,0
HIST. Y FILOSOF. CIENCIA,ICHE01057,3,0
HORMIGONES ESPECIALES,FICT03236,2,2
HORMIGÓN I,FICT02931,2,2
HORMIGÓN II,FICT02956,2,2
HORMIGÓN PREFORZADO,FICT03004,2,2
HORTICULT.FRUTICULT.Y POSTCOS.,FIMP01107,0,2
HORTICULTURA,FIMP08607,0,4
HORTICULTURA ORGÁNICA (2004)TA,FIMP07203,2,3
HOTELERÍA I,FMAR04226,3,1
HOTELERÍA II,FMAR04259,3,1
HUMAN RESOURCES MANAGEMENT,ICHE03756,3,0
ICTIOLOGÍA,FMAR01636,3,1
IDENTIF. DE PATR. DE ORIGEN MULTIMODAL EN DISP. DE HARDWARE DE DESA. COMUNITARIO,FIEC06999,4,0
ILUMINACIÓN E INSTALACIONES ELÉCTRICAS(F),FIEC00646,4,0
ILUMINACIÓN Y CLIMATIZACIÓN,PRTEL01834,2,2
IMAGEN CORPORATIVA,PRTCO02956,4,0
IMAGEN PERSONAL Y PROFESIONAL,PRTCO03384,4,0
IMPACTO AMBIENTAL DE PROYECTOS,ICQ00547,4,0
IMPACTO AMB.PROY.TURIST.,FMAR02865,4,1
IMPLANTACION DE ISO 27001,FIEC002097,0,0
IMPLEM. Y MANTEN. SERV.VARIOS(IAPI),FIMP07013,3,0
IMPL.Y ADM.SEGURID.SERVIDORES WINDOWS,FIEC06288,2,2
IMPL.Y SOPORTE WINDOWS XP PROFESIONAL,FIEC06221,1,2
INDUSTRIA AGROALIMENTARIA,FIMP08029,2,2
INFORMAT.APLICADA(TR),PRTCO01545,0,0
INFORMATICA APLICADA,FMAR02469,3,2
INFORMATICA APLICADA,FICT03228,2,3
INFORMATICA BASICA,PRTCO01206,4,0
INFORMÁTICA TURÍSTICA,FMAR03590,3,1
INFRAESTRUCT.REDES: HOST Y SERVIDOR,FIEC06213,1,3
INFT.BAS.SIST.OPERTVS.(TN),PRTCO01990,0,0
IngenierÃ­a de la Calidad,FIMCP002931,0,0
IngenierÃ­a de Software,FIEC002220,0,0
INGENIERIA AMBIENTAL,FMAR02360,3,0
INGENIERÍA  AMBIENTAL,FICT03020,2,2
INGENIERIA AMBIENTAL(1997),FMAR02576,4,0
INGENIERÍA DE LA CALIDAD,ICM01362,4,0
INGENIERÍA DE LAS REACCIONES QUÍMICAS,ICQ01099,4,0
INGENIERÍA DE MÉTODOS,FIMP04382,3,1
INGENIERÍA DE PROCESOS I,FIMP06312,3,1
INGENIERÍA DE PROCESOS II (IAL),FIMP06585,3,1
INGENIERÍA DE SERVICIOS Y RESIDUOS,FIMP06379,3,0
INGENIERIA DE SOFTWARE,FIEC001842,0,0
INGENIERÍA DE SOFTWARE I,FIEC03046,5,0
INGENIERÍA DE SOFTWARE II,FIEC03053,5,0
Ingeniería de Sostenibilidad y Evaluación de Ciclo de Vida,FIMCP002634,0,0
INGENIERÍA ECONÓMICA,ICHE00612,4,0
INGENIERÍA ECONÓMICA I,ICHE02675,4,0
INGENIERÍA ECONÓMICA II,ICHE02709,4,0
INGENIERÍA EN CONTROL DE GESTIÓN,ICM02899,4,0
INGENIERIA FINANCIERA,ICHE02139,4,0
INGENIERÍA GENÉTICA,FMAR04697,3,0
INGENIERIA I,FMAR02394,3,1
INGENIERIA II,FMAR02451,3,2
INGENIERÍA SANITARIA II,FICT03012,2,2
INGENIERÍA TÉRMICA,FIMP01172,4,0
INGLÉS AVANZADO A,CELEX00109,4,0
INGLÉS AVANZADO A,CELEX00001,6,2
INGLÉS AVANZADO B,CELEX00117,4,0
INGLÉS AVANZADO B,CELEX00002,6,2
INGLÉS BÁSICO A,CELEX00067,6,0
INGLÉS BÁSICO B,CELEX00075,6,0
INGLÉS INTERMEDIO A,CELEX00083,6,0
INGLÉS INTERMEDIO B,CELEX00091,6,0
ING. PARA ACUACULTURA I,FMAR01800,3,1
ING.PARA ACUACULTURA II,FMAR01867,3,1
ING. PROCESOS NO CONVENCIONALES (ING.ALI,FIMP06908,3,0
ING.PROYECT.INDUST.ALIMENTIC.(ING.ALIM),FIMP06932,4,0
ING.SANITARIA I,FICT02972,2,2
INICIACIÓN A LA ESTÉTICA DEL CINE,EDCOM01545,3,0
INMUNOLOGÍA BÁSICA,FMAR05082,4,2
InnovaciÃ³n EstratÃ©gica,FCNM000117,0,0
INSTALAC. ELECT. II,PRTEL00422,3,3
INSTALAC. ELECTRICAS I,PRTEL00364,3,3
INSTALAC.ENERGET.BUQUE PESQUERO(TPP),PRTP01461,3,1
INSTALACIONES,FICT03244,2,2
INSTALACIONES ELÉCTRICAS,PRTEL01792,0,0
INSTALACIONES ELÉCTRICAS INDUSTRIALES,FIEC04291,4,0
INSTALACIONES FOTOVOLTAICAS,FIEC06981,4,0
INSTALACIONES INDUSTRIALES,FIMP01578,4,0
INSTALACIONES INDUSTRIALES(2006),PRTEL01867,2,0
INSTAL. ELECTROMECÁNICAS EN EDIFICIOS,FIMP06742,3,0
INSTITUC.FINANC.PUBLICA,ICHE02204,3,0
INSTRUMENTACIÓN,PRTEL01842,2,0
INSTRUMENTACIÓN AVANZADA,PRTEL02568,3,0
INSTRUMENTACIÓN BÁSICA,FIMP03913,2,0
INSTRUMENTACIÓN BÁSICA,FIMP03913L,0,2
INSTRUMENTACIÓN CLÍNICA Y TELEMEDICINA,FIEC07005,4,0
INSTRUMENTACION INDUST. II,PRTEL00281,3,3
INSTRUMENTACION INDUSTRIAL,FIMP02691,3,0
INSTRUMENTACIÓN INDUSTRIAL,FIEC05538,4,0
INSTRUMENTACION INDUSTRIAL I,PRTEL00232,2,3
INSTRUMENTACIÓN PARA TECNÓLOGO PETROLERO I,FICT04101,4,0
INSTRUMENTACIÓN PARA TECNÓLOGO PETROLERO II,FICT04184,4,0
INSTRUMENTACIÓN VIRTUAL,PRTEL02683,2,0
INSTRUMENTOS FINANCIEROS DERIVADOS,ICHE000778,0,0
INTELIGENCIA ARTIFICIAL,FIEC03459,4,0
Inteligencia Computacional,FIEC002162,0,0
INTERACCIÓN HOMBRE MÁQUINA,FIEC01545,4,0
INTERNATIONAL BUSINESS,ICHE03970,4,0
INTERNATIONAL ECONOMICS,ICHE04283,3,0
INTERNATIONAL FINANCIAL MANAGEMENT,ICHE04044,3,0
INTERNATIONAL MARKETING,ICHE03319,3,0
INTERNET Y APLICACIONES(SIST.MOD.TELEC.),PRTEL00919,3,2
INTERNET Y ARQUITECTURAS ORIENTADAS A SERVICIOS,FIEC06080,4,0
INTERPRETAC.GEOL.IMAG.,FICT02840,2,2
INTR. A REDES DE COMPUTADORAS (95/2),PRTCO01156,4,0
INTROD. A LA PESCA COMERCIAL-,PRTP00521,3,0
INTROD.ARTES GRAFICAS,PRTCO01628,0,0
INTROD.ECONOMIA AGRIC.(IP),FIMP06064,3,0
INTROD.INFORMATICA(IEC),FIEC04358,4,0
INTROD.INFORMATICA(TJ),PRTCO01842,0,0
INTROD. ING. MINAS Y CIENCIAS TIERRA,FICT03491,3,0
INTROD. REDES COMP.,FIEC05314,4,0
INTROD.SIST.OPERATVS.(TF),PRTCO01750,0,0
INTROD.SIST.PESCA (INR),FMAR03160,3,1
INTRODUC. A BASES DE DATOS(AUDIT),FIEC05272,4,0
INTRODUC.A LA ECONOMIA(F),ICHE01388,4,0
INTRODUC. A LA ING.DE PETROLEO,FICT01313,3,0
INTRODUCCIÓN A INGENIERÍA INDUSTRIAL,FIMP05355,4,0
INTRODUCCIÓN A LA ANTROPOLOGÍA Y ARQUEOLOGÍA,ESPOL00075,3,0
INTRODUCCIÓN A LA DINÁMICA ESTRUCTURAL,FICT03434,2,2
INTRODUCCIÓN A LA ENERGÍA SOLAR,FIMP02006,3,0
Introducción a la Estadística Educativa,ICHE001347,0,0
INTRODUCCIÓN A LA FÍSICA,PRTAL00984,4,0
INTRODUCCIÓN A LA FÍSICA MODERNA PARA INGENIEROS,ICF00802,4,0
INTRODUCCIÓN A LA GESTIÓN AMBIENTAL,ADSG1001,3,0
INTRODUCCIÓN A LA HIDRODINÁMICA,FMAR01297,3,1
INTRODUCCIÓN A LA ING. AMBIENTAL,FIMP07492,3,0
INTRODUCCIÓN A LA INGENIERÍA AGROPECUARIA,FIMP07989L,0,1
INTRODUCCIÓN A LA INGENIERÍA AGROPECUARIA,FIMP07989,2,1
INTRODUCCIÓN A LA INGENIERÍA BIOMÉDICA,FMAR05264,4,0
INTRODUCCIÓN A LA INGENIERÍA EN ALIMENTOS,FIMP04598,4,0
INTRODUCCIÓN A LA INGENIERÍA MECÁNICA,FIMP03855,3,0
INTRODUCCIÓN A LA INGENIERÍA SISMO RESISTENTE,FICT03459,2,2
INTRODUCCIÓN A LA MACROECONOMÍA,ICHE02691,4,0
INTRODUCCIÓN A LA MICROECONOMÍA,ICHE02667,4,0
INTRODUCCIÓN A LA PRODUCC.AGRÍCOLA,ICHE03350,3,0
INTRODUCCIÓN A LA PRODUCCIÓN AUDIOVISUAL,EDCOM00042,0,3
INTRODUCCIÓN A LA ROBÓTICA INDUSTRIAL,EYAG1001,3,2
INTRODUCCIÓN A LA SEGURIDAD TELEMÁTICA,PRTEL02675,2,0
INTRODUCCIÓN A LAS ENERGÍAS RENOVABLES,FIEC06387,3,0
INTRODUCCIÓN A LAS ESTRUCTURAS,FMAR01339,4,1
INTRODUCCIÓN A LAS TELECOMUNICACIONES(2006),PRTEL01909,2,0
INTRODUCCIÓN A LAS VENTAS,ICHE04341,4,0
INTRODUCCIÓN A LA TECNOLOGÍA PETROLERA,FICT04010,4,0
Introducción a la turbulencia,FIMCP002451,0,0
INTRODUCCION A LA VARIABLE COMPLEJA,ICM000687,0,0
INTRODUCCIÓN AL MARKETING,ICHE04325,4,0
Introducción al Marketing Turístico,FIMCM000760,0,0
INTRODUCCIÓN A LOS NEGOCIOS,ICHE04333,4,0
INTRODUCCIÓN A LOS SEGUROS,ICM02766,3,0
INTRODUCCIÓN A LOS SISTEMAS DE INFORMACIÓN GEOGRÁFICA,FIMP08201,2,1
INTRODUCCIÓN AL SISTEMA DE GESTIÓN AMBIENTAL (ISO14001),PRTP01610,3,0
INTRODUCCIÓN AL TURISMO,FMAR03459,4,0
INTRODUCCIÓN Y HERRAMIENTAS DE GESTIÓN DE PROYECTO,ESPAE003012,0,0
INV DE MERCADO Y COMPORTAMIENTO DEL CONSUMIDOR,ESPAE002881,0,0
INVENTARIO Y EVALUACION DEL CICLO DE VIDA,ICQ000265,0,0
INVERTEBRADOS,FMAR01610,3,1
INVEST. DE OPERACIONES (CF),FIEC01776,4,0
InvestigaciÃ³n de Operaciones,FIMCP002923,0,0
InvestigaciÃ³n de Operaciones,FCNM000034,0,0
InvestigaciÃ³n de Operaciones I,FCNM000190,0,0
INVESTIGACIÃN APLICADA PARTE I,ICHE001800,0,0
INVESTIGACIÓN,ESPOL00133,0,3
INVESTIGACION APLICADA,ICHE001248,0,0
INVESTIGACIÓN APLICADA: ENFOQUE CUALITATIVO,ICHE001602,0,0
Investigación Aplicada I,ICHE001487,0,0
INVESTIGACIÓN DE LA COMUNICACIÓN,EDCOM00455,6,0
INVESTIGACIÓN DE MERCADO,ICHE02592,4,0
Investigación de Mercados,FIMCM000778,0,0
INVESTIGACIÓN DE MERCADOS,FMAR04374,4,0
INVESTIGACIÓN DE MERCADOS (IAPI),FIMP05645,4,0
INVESTIGACIÓN DE OPERACIONES 95/2,PRTCO01040,4,0
INVESTIGACIÓN DE OPERACIONES ( AUDIT.),ICM02246,4,0
INVESTIGACIÓN DE OPERACIONES I,ICM01172,4,0
INVESTIGACIÓN DE OPERACIONES I,FIMP05363,4,0
INVESTIGACIÓN DE OPERACIONES II,ICM01255,4,0
INVESTIGACIÓN DE OPERACIONES II,FIMP05371,3,0
Investigación Turística I,FIMCM000737,0,0
Investigación Turística II,FIMCM000745,0,0
INVESTIGACIÓN Y ADMINISTRACIÓN DE OPERACIONES,ESPAE002907,0,0
INVESTIGACIÓN Y DESARROLLO,EDCOM00133,4,0
INVESTIGACIÓN Y DOCUMENTACIÓN DE PROYECTOS,PRTCO03483,4,0
INVESTIGAC.Y REDACC. CREATIVA(SIST.MOD.D,PRTCO02238,0,0
INVESTIG. APLICADA AL TURISMO,FMAR03509,3,0
INVESTIG.OPERACIONES,FMAR02436,3,0
INVESTIG. OPERAC. SIST. MANUFACTURA,FIMP07401,3,0
INVEST.MERCADO,ICHE01578,4,0
INYECCIÓN DE TERMOPLÁSTICOS I,PRTME01701L,0,2
INYECCIÓN DE TERMOPLÁSTICOS I,PRTME01701,2,2
ISÓTOPOS AMBIENTALES,ICQ01230,3,0
ITIL,FIEC002022,0,0
JAVA PROGRAMMING LANGUAGE,FIEC06205,1,2
LAB. DE CERÁMICO,FIMP07039,1,2
LAB.DE MICROCONTROLADORES,FIEC06379,0,2
LAB. DE MICROPROCESADORES,FIEC06361,0,2
LAB. DE PERFORACION,FICT01826,0,4
LAB.DE PETROFISICA Y FLUIDOS,FICT01321,0,5
LAB.DE QUÍMICA ORGÁNICA II,ICQ01057,0,3
LAB.FÍSCIA D,ICF00778,0,2
LAB.FÍSICA A,ICF00745,0,2
LAB.FÍSICA A,ICF01107,0,2
LAB. FÍSICA B,ICF00752,0,2
LAB.FÍSICA C,ICF00760,0,2
LAB. FÍSICO-QUÍMICA (INQ),ICQ00968,0,2
LABORATORIO ADMINISTRACIÓN DE SERVIDORES WEB,PRTEL02923L,0,2
LABORATORIO ANALISIS INSTRUMENTAL DE ALIMENTOS,FIMP07823L,0,2
LABORATORIO APLICACIONES DEL MICROCONTROLADOR,PRTEL01925L,0,2
